first_name,last_name,dob,company_id,last_active,score,member_since,state
Mitchell,Sanders,1987-04-21,15,2018-02-17,75,1970,TX
Amber,Payne,1977-07-26,3,2018-10-04,52,1970,RI
Darlene,Wilson,1982-11-27,19,2018-11-23,36,1976,HI
Jeremy,Thomas,1981-08-07,1,2018-01-16,31,1972,GA
Micheal,Carter,1993-08-09,4,2019-01-07,31,1982,OH
Gina,Kelly,1995-06-16,12,2018-05-26,62,1982,KS
David,Foster,1987-01-15,3,2018-04-25,60,1984,MI
April,Allen,1997-07-13,8,2018-12-30,66,1994,KS
Jeffrey,Schultz,1990-03-15,14,2018-12-08,46,1988,VA
Tara,Johnson,1992-03-25,20,2018-12-09,96,1992,DC
Maria,Harding,1988-12-15,5,2018-04-08,43,1975,VT
Amanda,Sims,1986-07-28,20,2018-12-08,56,1994,OK
Kathryn,Case,1986-04-13,12,2018-06-26,92,1982,ME
Rhonda,Clark,1979-05-31,9,2018-08-20,89,1976,IA
Calvin,Johnson,1989-03-29,5,2018-09-26,54,1977,SC
Ashley,Banks,1998-07-25,18,2018-10-29,46,1982,NV
Danny,Adams,1978-07-02,14,2018-04-29,57,1977,IA
Sean,Clarke,1992-09-15,5,2018-08-30,96,1980,IN
Anthony,Adkins,1995-12-27,12,2018-09-14,64,1990,CO
Brandi,Fields,1976-04-26,7,2018-09-30,61,1974,CA
Heather,Gallegos,1976-08-15,12,2018-07-09,41,1971,PA
Jose,Norman,1977-11-01,20,2018-12-14,73,1989,AL
Karen,Matthews,1986-10-24,4,2018-10-10,57,1975,LA
Diane,Smith,1985-07-19,16,2018-10-11,93,1972,VA
Makayla,Vazquez,1982-11-10,7,2018-03-07,62,1970,SC
Steven,Osborne,1978-02-11,20,2018-07-01,74,1983,TN
Mark,Miles,1990-05-15,4,2018-09-12,37,1981,UT
Elizabeth,Bishop,1987-04-08,9,2018-01-12,50,1979,AR
Jason,Miller,1982-07-04,16,2018-11-08,84,1978,ME
Dennis,Francis,1988-10-14,10,2018-08-27,95,1984,NV
Daniel,Rodriguez,1986-12-24,1,2018-12-12,72,1975,NC
Haley,Richards,1962-04-17,20,2018-02-19,97,1990,DE
Kayla,Newton,1982-01-29,3,2018-11-07,67,1975,GA
Kayla,Perkins,1989-06-23,4,2018-10-18,46,1987,TN
Daniel,Castro,1998-04-26,9,2018-09-19,38,1972,NM
Abigail,Garcia,1990-04-08,20,2018-02-02,48,1972,AZ
Tammy,Morgan,1986-07-19,20,2018-06-14,58,2010,AK
Sean,Barker,1977-03-15,16,2018-02-08,85,1970,ME
Jeffrey,Kennedy,1993-12-05,3,2018-06-06,67,1980,AZ
Anna,Shaffer,1983-12-26,19,2018-03-30,47,1977,ID
Kristen,Snyder,1963-01-08,20,2018-08-22,46,1973,MI
Miguel,Riley,1990-03-22,15,2018-10-02,39,1987,IN
Matthew,Garcia,1997-12-17,6,2018-04-20,82,1977,AK
Stacey,Barnes,1981-11-15,2,2018-06-06,90,1971,KY
Mary,Anderson,1992-11-24,20,2018-10-18,61,1984,OR
Martha,Bentley,1990-06-18,11,2018-03-19,95,1988,NV
Jennifer,Walters,1995-05-04,3,2018-04-03,68,1986,SD
Nicole,Moore,1993-03-01,20,2018-07-16,32,1975,CA
Rachael,Hodge,1981-04-03,13,2018-01-26,66,1976,IA
Steven,Mann,1998-01-15,19,2018-04-19,31,1991,NY
David,Brooks,1982-12-02,20,2018-10-03,78,2006,PA
Christopher,Farrell,1993-05-02,12,2018-08-25,44,1979,WV
Lisa,Long,1993-12-28,3,2018-09-25,43,1972,MD
Jake,Williams,1996-10-03,11,2018-11-11,53,1980,TN
Stephanie,Rivera,1998-09-24,9,2018-08-15,81,1994,WI
Matthew,Higgins,1994-12-03,0,2018-06-24,58,1971,AK
Andrew,Johnson,1978-06-30,20,2018-08-06,62,2006,ID
Olivia,Cunningham,1992-12-03,16,2018-05-28,95,1970,WI
Brent,Maldonado,1994-11-06,16,2018-07-12,88,1984,OR
Annette,Anderson,1977-06-08,20,2018-12-14,78,1980,VT
Susan,Allen,1967-12-29,20,2018-10-02,84,1982,AZ
Jean,Roberts,1980-11-15,3,2019-01-01,75,1974,KY
Sean,Tate,1995-02-23,17,2018-07-08,50,1977,CO
Robert,Robinson,1994-12-01,9,2018-11-17,50,1974,AK
Sarah,Thomas,1997-07-16,20,2018-03-31,67,2010,OR
Michael,Wang,1998-01-27,6,2018-05-16,98,1986,AZ
Lindsey,Johnson,1990-12-05,15,2018-10-26,32,1988,LA
Matthew,Grant,1989-07-24,13,2018-11-13,79,1984,MS
Jennifer,Blake,1992-10-12,5,2018-12-26,39,1972,VA
Jonathan,Olson,1981-10-04,20,2018-03-20,86,2008,WV
Jesse,Nguyen,1990-10-12,20,2018-04-04,34,1972,ID
Elaine,Nguyen,1998-11-19,0,2018-02-03,31,1975,ND
Rachel,Alexander,1975-06-01,20,2018-11-24,34,1986,MA
Jamie,Hickman,1990-02-21,1,2018-08-23,72,1987,IL
Barbara,Hamilton,1995-04-05,4,2018-02-09,35,1979,WI
Jennifer,Perkins,1990-08-14,17,2018-01-26,53,1970,WV
Kelsey,Small,1976-11-25,0,2018-11-22,85,1972,AR
Brandon,Barnes,1987-09-05,14,2018-08-08,66,1971,NJ
Kathy,Hart,1994-04-05,6,2018-11-11,30,1982,NH
Timothy,Gonzalez,1981-09-15,1,2018-01-29,48,1972,WV
Jessica,Mullins,1988-09-13,11,2018-03-30,68,1970,WI
Pamela,Mitchell,1999-01-07,18,2018-04-02,33,1980,WV
Alexis,Stout,1994-02-04,11,2018-09-09,84,1975,MT
Nicholas,Johnson,1997-08-22,2,2018-10-27,58,1984,DE
Raymond,Brown,1996-04-09,20,2018-09-06,37,1976,VT
Jerry,Rivas,1971-07-06,20,2018-12-13,39,1994,OR
Shannon,Mason,1994-12-13,20,2018-05-18,80,1996,OR
James,Nguyen,1960-08-03,20,2018-07-13,47,2006,CA
Lindsay,Larsen,1981-02-09,20,2018-11-18,96,1990,VT
Kim,Fox,1984-12-12,1,2018-05-18,48,1976,CT
Peter,Anderson,1985-02-27,0,2018-12-11,53,1984,CT
James,Gonzalez,1967-06-12,20,2018-02-03,61,2004,AZ
Laura,Perez,1996-12-04,5,2018-06-04,70,1977,MO
Christina,Page,1979-06-30,17,2018-06-12,91,1970,MT
Timothy,Walters,1990-08-05,20,2018-06-04,72,2018,DC
Donna,Douglas,1970-05-15,20,2018-05-09,70,2003,ID
Stacy,Golden,1996-10-07,11,2019-01-01,96,1986,WY
Susan,Smith,1982-11-10,16,2018-02-20,39,1976,SC
Adam,Patterson,1991-04-19,3,2018-08-28,97,1985,HI
Joshua,Bowen,1975-04-01,20,2018-08-22,89,1992,MO
Suzanne,Greer,1998-12-20,17,2018-03-18,96,1970,AZ
Matthew,Williamson,1991-11-23,19,2018-03-23,71,1990,NY
Anthony,Bray,1983-04-12,0,2018-01-20,30,1973,AL
Chris,Thompson,1969-04-02,20,2018-03-21,64,1982,CO
Robert,Davis,1984-08-30,10,2018-01-20,79,1974,UT
Lisa,Norton,1987-01-17,2,2018-09-04,31,1980,NH
Matthew,Underwood,1982-02-01,4,2018-03-17,94,1979,VA
Felicia,Copeland,1973-07-18,15,2018-01-14,32,1971,VT
Justin,Douglas,1995-12-14,20,2018-10-28,61,2000,NY
Thomas,Tucker,1985-08-06,19,2018-03-18,74,1976,CA
Matthew,Hall,1978-10-14,2,2018-12-11,76,1975,SC
Jonathan,Peterson,1978-01-21,13,2018-08-10,62,1976,NH
Michelle,Chavez,1991-09-23,11,2018-01-21,90,1990,GA
Edward,Sellers,1992-03-06,12,2018-07-25,96,1976,DE
Kenneth,Williams,1991-09-03,18,2018-04-02,82,1976,IN
Frank,Ward,1991-03-22,15,2018-02-19,82,1986,MT
Michael,Peterson,1975-03-29,20,2018-06-10,97,1972,WY
Anna,Wilson,1997-02-12,15,2018-02-15,43,1980,AK
Andrew,Smith,1998-08-06,19,2018-07-09,55,1990,CA
William,Coleman,1985-07-21,10,2018-08-16,34,1970,WY
Jose,Dickson,1996-06-26,9,2018-02-01,98,1979,MA
Brandi,Walker,1987-11-01,16,2018-05-25,88,1985,ME
Christine,Jackson,1968-12-18,20,2018-11-09,87,1997,RI
Loretta,Campbell,1981-02-19,17,2018-05-25,48,1972,AR
Angela,Moore,1988-03-28,7,2018-04-30,47,1979,AR
Lindsay,Webb,1998-12-27,4,2018-01-16,53,1985,AL
Molly,Harrell,1983-09-15,8,2018-03-28,82,1972,OH
Penny,Monroe,1992-07-28,8,2018-09-12,37,1979,OH
Kathy,Allen,1992-05-30,17,2018-04-24,61,1970,NJ
Amanda,Harris,1997-06-13,9,2018-07-12,72,1982,MN
Samantha,Johnson,1989-06-14,16,2018-03-15,73,1974,CT
Daniel,Wiggins,1994-10-23,8,2018-01-18,96,1975,SC
Emily,Hernandez,1990-09-01,16,2018-06-09,44,1988,ND
Stephanie,Barrera,1961-06-04,20,2018-12-04,88,1985,PA
Thomas,Chaney,1990-09-11,10,2018-11-30,96,1989,WI
Richard,Matthews,1996-10-27,14,2018-05-05,65,1988,MO
Matthew,Beck,1992-08-30,20,2018-08-07,43,1970,MI
Edward,Johnson,1991-12-13,7,2018-01-16,41,1970,HI
Tammy,Ray,1996-12-19,5,2018-01-31,45,1974,SC
Micheal,Cohen,1974-10-18,19,2018-06-20,36,1973,NH
Brian,Davis,1979-07-09,5,2018-04-10,52,1974,MN
Blake,Fitzpatrick,1987-12-17,5,2018-11-13,76,1977,SD
William,King,1994-09-13,5,2018-07-18,78,1993,MS
William,Rivera,1978-11-19,17,2018-04-16,70,1977,PA
Adam,Anderson,1986-11-18,7,2018-12-28,47,1982,FL
Christopher,Navarro,1979-10-09,9,2018-10-14,81,1974,ID
Ashley,Johnson,1985-01-13,20,2018-11-06,43,2014,AK
Natalie,Smith,1977-09-04,17,2018-10-16,89,1971,IN
Richard,Wilson,1985-09-10,10,2018-12-21,61,1983,ND
Shawn,Friedman,1995-01-19,3,2018-11-23,78,1975,NC
Jeffery,Young,1994-03-22,8,2018-12-19,59,1978,WA
Erika,Calhoun,1971-12-09,20,2018-08-22,98,2019,LA
Nicholas,Buckley,1991-11-04,17,2018-03-24,80,1989,CT
Jacqueline,Baker,1991-10-05,11,2018-11-26,93,1982,OK
Andrew,Scott,1996-10-26,10,2018-09-15,99,1989,NE
Jessica,Cunningham,1978-05-28,18,2018-12-04,52,1970,AR
Zachary,Smith,1976-08-13,13,2018-07-19,68,1973,OR
Austin,White,1992-10-07,19,2018-05-01,63,1981,ND
Michael,Gibson,1978-04-04,8,2018-06-27,84,1973,MS
Christina,Leonard,1994-01-27,6,2018-08-03,42,1971,GA
Frederick,Franco,1995-07-05,4,2018-04-11,69,1986,UT
Audrey,Taylor,1979-11-21,20,2018-11-26,35,1997,IL
Katherine,Williams,1989-05-03,20,2018-02-16,33,1989,HI
Kyle,Woodward,1976-04-21,20,2018-09-03,63,1987,MT
Scott,Swanson,1999-01-09,5,2018-10-21,79,1992,MA
Elizabeth,Huang,1979-07-18,16,2018-02-22,51,1975,NH
Holly,Ferrell,1987-10-30,14,2018-05-30,66,1975,KY
Tara,Lee,1980-12-31,6,2018-09-17,67,1976,RI
Shannon,Lynch,1989-02-07,1,2018-08-07,84,1982,MD
Melissa,Reyes,1980-12-31,5,2018-04-24,53,1973,WY
Patrick,Buchanan,1969-12-21,20,2018-10-13,59,2018,ID
Dylan,Anderson,1987-08-30,12,2018-01-10,69,1977,PA
Mary,Fuentes,1989-12-17,1,2018-10-08,57,1988,OR
Susan,Young,1986-11-27,1,2018-10-12,67,1983,NM
Michael,Fowler,1966-11-06,20,2018-10-09,88,1989,TN
Justin,Miller,1997-05-26,20,2018-10-01,91,1984,KY
Joanne,Barrett,1996-04-24,20,2018-10-23,72,2018,HI
Caitlyn,Dominguez,1992-05-20,14,2018-12-02,63,1986,OH
Joel,Jackson,1995-01-23,2,2018-07-19,95,1988,OH
David,Shields,1991-07-18,4,2018-10-29,67,1989,MN
Alicia,Mullins,1982-04-11,17,2018-10-12,71,1974,NJ
Michael,Crane,1990-07-31,17,2018-04-27,43,1974,FL
Matthew,Hansen,1986-05-27,20,2018-05-20,53,2015,MA
James,Brown,1997-10-26,14,2018-05-04,54,1995,AL
Jill,Watts,1990-09-13,5,2018-09-29,30,1984,TX
Michael,Chang,1985-02-12,5,2018-08-02,76,1982,NJ
Amanda,Carroll,1998-10-05,13,2018-11-17,72,1982,UT
Jason,Wright,1991-06-30,7,2018-08-22,44,1984,NE
Brenda,Smith,1997-02-27,20,2018-03-01,41,2006,MN
Anthony,Young,1988-04-05,11,2019-01-03,67,1970,CT
Erica,Thomas,1962-01-23,20,2018-06-17,66,1974,CT
Amber,Ritter,1994-11-18,9,2018-08-09,94,1986,VT
Tommy,Reilly,1996-11-17,13,2018-04-21,40,1990,CT
Jorge,Davis,1983-01-30,18,2018-04-10,66,1975,NE
Charles,Browning,1990-05-27,16,2018-05-12,33,1974,MI
Wesley,Stark,1990-11-04,12,2018-05-22,95,1980,UT
Mary,Davis,1990-07-27,20,2018-12-24,82,1992,MT
Jessica,Scott,1988-11-05,18,2018-01-14,57,1985,VT
Tim,Fischer,1984-07-19,6,2018-01-09,56,1970,HI
Jasmine,Smith,1995-04-10,3,2018-07-18,40,1990,ID
Amber,Sullivan,1990-02-18,6,2018-02-19,58,1970,DE
David,Thomas,1992-02-10,15,2018-05-17,87,1985,MS
Justin,Collins,1976-08-25,20,2018-08-30,74,2013,NC
Daniel,Kelly,1994-08-24,2,2018-04-18,53,1972,CA
Amanda,Schneider,1995-01-12,9,2019-01-06,44,1980,IA
Timothy,Stephens,1978-12-31,20,2018-07-15,48,2002,AZ
Kristen,Perez,1991-06-04,20,2018-08-21,39,1979,VA
Tina,Schwartz,1984-03-09,20,2018-11-12,67,1971,NV
Lisa,Kirby,1997-06-17,16,2018-08-23,99,1974,OR
Joseph,Howard,1995-03-18,5,2018-09-28,32,1990,MI
Gabriel,Watts,1990-07-25,6,2018-07-28,57,1984,ME
Ashley,Saunders,1994-12-03,8,2018-05-20,36,1989,LA
Randy,Quinn,1983-09-02,4,2018-03-27,59,1982,SD
Thomas,Hale,1997-02-08,19,2018-10-29,75,1995,WY
Christian,Collins,1992-07-15,12,2018-08-07,34,1989,OH
Joseph,Maldonado,1996-02-06,20,2018-05-13,82,2009,RI
David,Francis,1990-06-15,13,2018-03-19,37,1977,KY
Christopher,Arias,1965-05-02,20,2018-06-23,47,1977,SC
Terri,Jarvis,1961-05-24,20,2018-09-26,92,2013,SC
Crystal,Lee,1990-05-18,16,2018-09-09,80,1973,VA
Jesse,Herrera,1994-04-13,5,2018-08-16,79,1985,AL
Steven,Smith,1983-03-15,20,2018-07-29,79,1976,MA
Dale,Odonnell,1997-08-28,20,2018-04-04,87,2000,FL
Seth,Spears,1995-12-06,2,2018-12-31,82,1984,SD
John,Reed,1986-04-10,20,2018-03-23,34,2011,CT
Thomas,Bryant,1991-03-11,14,2018-05-28,50,1972,NC
Jacqueline,Wilson,1994-06-21,6,2018-11-09,40,1991,HI
Kelly,Franklin,1977-02-17,8,2018-11-05,94,1976,MD
Catherine,Cantrell,1989-08-12,6,2018-03-18,33,1982,WY
Brian,Mcbride,1987-12-26,16,2018-01-26,52,1970,MT
Kelly,Nguyen,1995-03-20,17,2018-04-10,45,1984,NY
Maria,Bennett,1996-07-04,17,2018-02-17,52,1980,NE
Joy,Maddox,1984-06-05,18,2018-11-04,65,1978,AL
Benjamin,Miller,1992-12-13,14,2018-05-03,32,1986,SD
Laura,Butler,1989-12-25,0,2018-05-18,47,1970,NJ
Christy,Rivas,1993-03-13,17,2018-04-01,70,1992,MT
Corey,Jensen,1967-12-10,20,2018-08-30,89,1971,AL
Melissa,Lee,1992-07-16,6,2018-10-22,41,1989,DC
Zachary,Haley,1993-11-24,2,2018-01-17,32,1977,FL
Kyle,Garcia,1977-03-17,9,2018-03-27,35,1970,ID
Devin,Shaw,1992-09-10,7,2018-03-31,64,1984,AL
Cathy,Thomas,1998-11-09,20,2018-01-22,74,1984,MD
Gary,Gonzalez,1987-01-21,10,2018-03-02,48,1981,MI
Heidi,Hickman,1959-01-29,20,2018-08-06,58,1984,NV
Vanessa,West,1993-03-29,3,2018-08-05,72,1991,NH
Lisa,Carter,1983-01-18,1,2018-06-08,81,1978,WY
Thomas,Roy,1968-06-22,20,2018-10-05,77,2001,AR
Joseph,Smith,1988-10-17,5,2018-03-12,68,1982,WI
Michael,Berry,1986-02-04,6,2018-04-14,82,1979,CT
Donald,Davies,1989-09-05,18,2018-04-19,65,1983,PA
Jorge,Hendricks,1986-11-04,8,2018-05-13,70,1982,OK
Amy,Brown,1979-10-21,13,2018-06-07,31,1973,OK
Daniel,Anderson,1994-12-26,14,2018-09-20,86,1982,AL
Kelly,Williams,1986-03-09,19,2018-04-01,76,1975,MN
Steven,Drake,1986-03-25,5,2018-06-01,72,1975,ND
Gerald,Wyatt,1995-12-17,9,2018-05-04,66,1985,NJ
Steven,Wolfe,1984-02-13,0,2018-03-22,53,1974,NY
Richard,Myers,1970-06-16,20,2018-09-04,66,2016,MD
Brandy,Coffey,1975-03-14,19,2018-09-25,38,1974,NC
William,Cunningham,1976-05-14,11,2018-10-24,44,1974,AK
Christine,Hernandez,1985-05-28,4,2018-12-28,86,1978,MT
Michael,Sanders,1997-12-01,20,2018-09-29,89,1984,MA
Scott,Jones,1998-02-13,14,2018-08-12,46,1978,NC
Craig,Chavez,1987-07-28,20,2018-02-04,82,1992,VA
Martin,Mcneil,1993-12-11,11,2018-10-04,60,1987,NE
Jeremy,Arnold,1986-09-13,8,2018-08-01,58,1980,NJ
Christine,Waters,1992-07-12,17,2018-04-23,35,1975,MI
Gina,Jacobs,1978-03-15,20,2018-10-29,99,1999,PA
Angela,Rodriguez,1975-07-21,20,2018-09-29,92,2009,AZ
Angela,Perry,1990-08-13,20,2018-07-24,81,2000,NM
Austin,Gonzalez,1959-05-24,20,2018-01-22,91,2006,SC
Timothy,Garcia,1974-10-08,20,2018-12-21,76,1998,AZ
Amanda,Mendoza,1982-08-31,1,2018-03-18,63,1976,NC
Jennifer,Newton,1997-03-26,18,2018-08-27,78,1985,NM
Robin,Garcia,1984-03-04,3,2018-12-30,32,1974,AL
James,Brown,1979-03-05,12,2018-07-20,72,1976,TX
Jennifer,Hall,1996-06-10,20,2018-12-29,53,1976,ND
Kevin,Leach,1994-06-09,15,2018-08-18,89,1981,NC
Jennifer,Lee,1992-01-26,20,2018-12-01,44,2003,TN
Tammy,Shah,1977-07-27,8,2018-09-01,30,1974,AZ
Tommy,Arnold,1984-08-14,7,2018-04-14,96,1974,MD
Samuel,Cooke,1988-06-23,14,2018-01-14,52,1987,VT
Taylor,Woodward,1967-06-13,20,2018-11-01,62,2015,MD
Lisa,Phillips,1974-07-12,4,2018-09-24,41,1973,NC
Benjamin,Medina,1991-01-31,14,2018-06-01,34,1980,MS
Brandy,Crawford,1997-02-01,0,2018-10-24,98,1977,TN
Justin,Calhoun,1992-01-21,19,2019-01-09,93,1973,MD
Tyler,Bailey,1994-02-07,20,2018-11-17,41,2009,CA
Jeremy,Mata,1990-09-07,3,2018-12-05,60,1982,IN
Nancy,Hendricks,1991-02-27,14,2018-11-26,49,1973,PA
Mary,Joyce,1987-12-06,13,2018-04-08,83,1973,KS
Jill,Carr,1985-07-18,19,2018-02-24,47,1971,VA
Amanda,Clarke,1975-10-20,7,2018-07-02,51,1970,WA
Ruth,Murphy,1988-02-29,7,2018-10-01,44,1975,MN
Heather,Johnson,1986-01-06,6,2018-12-04,98,1977,VA
Heather,Bradford,1986-07-06,17,2018-01-14,85,1975,ND
Bryan,Lloyd,1997-10-17,16,2018-04-09,58,1983,NJ
Ryan,Collins,1996-04-21,18,2018-03-23,56,1979,SD
Andrew,Holmes,1987-07-28,6,2018-09-27,95,1979,CO
Nicholas,Green,1998-01-13,3,2018-01-24,55,1996,DE
Nicole,Mitchell,1997-10-01,20,2018-12-24,61,1994,DC
Sean,Adams,1980-05-27,20,2018-05-27,96,1971,HI
Timothy,Lopez,1981-07-03,10,2018-09-05,58,1975,FL
Christopher,Foster,1995-01-22,1,2018-02-21,77,1982,MT
Angela,Williams,1992-12-25,20,2018-07-30,63,1993,MO
Melinda,Everett,1994-04-05,8,2018-06-29,42,1993,WV
Donald,Wilson,1993-11-14,10,2018-06-18,38,1976,KY
Scott,Best,1995-01-14,10,2018-05-11,33,1970,MT
Jeffery,Rubio,1985-12-15,8,2018-06-22,82,1981,MD
Jonathan,Henderson,1990-01-11,6,2018-02-19,85,1984,MS
Angela,Padilla,1992-08-08,15,2018-07-18,39,1978,NV
Cesar,Hogan,1990-10-28,0,2018-01-30,87,1971,SC
Robert,Davis,1990-10-02,16,2018-06-18,46,1970,KY
Heather,Ellis,1997-10-26,11,2018-09-24,94,1985,OR
James,White,1997-02-20,14,2018-03-17,90,1971,SD
Melissa,Hicks,1980-06-06,20,2018-09-19,86,2012,RI
Samuel,Kidd,1995-05-21,3,2018-07-31,65,1980,SC
Jeffrey,Hall,1981-12-31,5,2018-12-09,59,1973,MD
Patrick,Fernandez,1994-01-05,5,2018-08-01,81,1983,NE
Douglas,Lane,1960-12-05,20,2018-06-24,57,1997,WI
Anthony,Ward,1980-09-13,2,2018-04-23,57,1975,TN
Joseph,Robinson,1991-03-06,19,2018-05-16,87,1974,IN
Logan,Ayers,1980-05-07,20,2018-07-10,96,1970,NH
Robin,Horne,1973-12-10,8,2018-11-05,49,1972,VT
Mark,Green,1974-06-30,18,2018-04-30,65,1972,LA
Heather,Tran,1996-11-09,9,2018-12-26,37,1987,IA
Eugene,Suarez,1985-05-12,20,2018-02-08,33,2017,HI
Rodney,Montoya,1986-08-09,18,2018-07-23,64,1982,CA
Peter,Stephens,1998-07-03,20,2018-11-28,71,2017,VT
Robert,Hart,1991-03-31,18,2018-05-22,97,1972,GA
Michael,Parsons,1996-08-13,2,2018-06-10,34,1992,RI
Bryan,Mitchell,1992-08-05,3,2018-08-08,52,1976,GA
Tiffany,Brown,1992-07-13,19,2018-07-24,60,1981,OR
Jennifer,Hayes,1998-11-16,8,2018-03-01,62,1995,VA
Jason,Vincent,1993-11-27,20,2018-02-06,71,1985,TX
Stacey,Santiago,1982-11-25,8,2018-08-27,70,1980,ME
Anna,Hull,1994-11-28,1,2018-03-01,51,1991,WI
Tanya,Stephens,1985-12-24,2,2018-09-01,36,1976,NM
John,Campbell,1998-11-02,11,2018-05-30,43,1975,IN
Angela,Lee,1995-11-10,14,2018-08-16,76,1984,AK
Sara,Jackson,1996-11-28,17,2018-10-05,65,1995,SD
James,Rose,1988-10-25,16,2018-12-08,38,1986,IL
Christopher,Johnson,1992-11-12,11,2018-05-15,54,1972,AK
Phillip,Hale,1983-02-22,5,2018-08-14,89,1979,PA
Andrew,Morales,1993-04-17,14,2018-01-09,45,1978,ID
Jennifer,Hawkins,1995-05-11,3,2018-02-23,50,1974,TX
Christopher,Kramer,1995-07-18,7,2018-10-15,61,1974,SD
Victor,Smith,1996-03-09,10,2018-11-21,60,1990,KY
Andrea,Taylor,1993-11-08,14,2018-12-13,59,1991,AL
Nicole,Mendez,1993-08-19,18,2018-11-24,48,1977,WY
Shelby,Gomez,1991-12-14,14,2018-11-10,35,1970,NH
Hannah,Wilkins,1998-04-14,9,2018-12-16,95,1985,OH
William,Kaiser,1993-09-16,13,2018-07-11,87,1971,CA
Peter,Jones,1997-01-05,16,2018-06-14,38,1985,NM
Michael,Anderson,1979-11-20,15,2018-04-27,52,1976,ND
Amanda,Martinez,1992-10-05,2,2018-05-29,51,1987,LA
Rachel,Ward,1998-04-21,13,2018-04-30,85,1986,CO
Johnathan,Hendricks,1978-03-27,7,2018-12-13,47,1975,TN
Chad,Lam,1993-05-26,14,2018-04-02,75,1988,MO
Mary,Luna,1989-12-16,8,2018-06-06,88,1977,VT
Jeremy,White,1993-03-01,5,2018-07-18,74,1986,SC
Christina,King,1984-02-12,11,2018-08-25,80,1974,AL
Rebecca,Huff,1974-01-03,20,2018-06-28,59,1985,MS
Kimberly,Lopez,1977-10-12,9,2018-09-27,85,1973,OH
Hannah,Mullins,1998-09-13,20,2018-05-03,44,1974,UT
Kevin,Hernandez,1990-08-20,15,2018-10-27,80,1982,WV
Adrian,Hoffman,1984-04-02,14,2018-03-20,73,1974,AR
Ashley,Bruce,1979-01-02,7,2018-03-10,94,1977,NH
Lynn,Lewis,1994-01-06,14,2019-01-01,56,1974,PA
Alexandria,Scott,1990-09-04,5,2018-05-20,94,1972,AK
Rebecca,Jones,1974-07-05,20,2018-09-20,33,1974,AK
Carrie,Shepard,1998-01-18,13,2018-09-16,46,1995,DE
Julie,Foley,1987-11-23,6,2018-06-12,83,1981,NM
Steven,Sanchez,1997-07-11,4,2018-01-14,36,1971,WI
Angela,Garcia,1969-05-01,20,2018-11-07,70,1996,OK
Kathy,Johnson,1997-05-31,20,2018-06-20,79,1980,NH
Kimberly,Meyers,1987-12-06,0,2018-01-27,35,1974,MA
Patrick,Anderson,1992-12-17,20,2018-02-25,93,2002,MT
Pamela,Lopez,1982-11-27,0,2018-02-10,62,1981,KY
Thomas,White,1994-01-17,10,2018-07-14,89,1985,NE
Joshua,Davidson,1990-05-13,16,2018-06-25,87,1986,NV
Joel,Owens,1976-12-08,20,2018-04-03,96,1970,TN
Teresa,Jones,1982-05-14,6,2018-04-20,98,1981,MD
Janet,Burgess,1966-10-05,20,2018-01-28,45,1970,TX
Ashley,Brown,1989-10-07,18,2018-09-19,84,1981,TN
Sharon,Mejia,1985-06-29,7,2018-09-07,80,1974,OH
Ann,Mcfarland,1986-11-04,16,2018-07-06,52,1983,UT
Kyle,Beard,1995-05-20,0,2018-05-24,76,1975,DE
James,Graham,1998-11-19,9,2018-12-20,96,1975,DE
Karl,Miles,1994-10-19,7,2018-10-11,42,1980,ID
Matthew,Johnson,1975-08-15,3,2018-12-20,62,1970,AL
Jasmine,Guzman,1993-04-18,7,2018-07-15,52,1984,MD
Susan,Tucker,1979-05-05,20,2018-12-13,85,2015,DE
Amanda,Kim,1967-11-08,20,2018-10-26,59,2005,CT
Thomas,Norris,1979-10-20,14,2018-04-30,61,1977,GA
David,Schmidt,1977-01-07,20,2018-04-01,71,1991,OR
Eddie,Coleman,1997-12-05,0,2018-09-01,89,1987,WY
Erik,Willis,1992-03-28,14,2018-06-21,43,1991,TN
Gregory,Allen,1996-04-05,4,2018-01-12,46,1983,NY
Nicholas,Zimmerman,1990-07-05,8,2018-10-03,44,1980,NY
William,Cunningham,1984-04-08,9,2018-02-18,62,1975,KS
Jennifer,Stafford,1997-03-03,12,2018-07-01,75,1992,CO
Amy,Leon,1983-01-17,6,2018-10-03,95,1970,VT
Gail,Brown,1962-12-21,20,2018-12-24,79,1977,ID
Joanna,Maxwell,1997-03-25,20,2018-05-19,32,2010,SD
Claudia,Whitney,1984-04-14,8,2018-12-14,63,1979,SC
John,Bishop,1987-11-16,9,2018-10-15,35,1970,ND
Jorge,Hartman,1987-10-25,5,2018-11-14,44,1982,NY
James,Smith,1998-03-29,20,2018-08-21,73,1983,WY
Nicole,Newman,1988-04-22,17,2018-04-20,58,1970,VT
Stephen,Gibson,1982-06-14,13,2018-09-25,35,1971,WV
Nancy,Jackson,1977-07-15,20,2018-05-06,96,1999,PA
Brittany,Torres,1977-06-13,20,2018-11-04,83,1981,WV
Kenneth,Crawford,1982-01-26,20,2018-10-31,34,2006,CA
Austin,Fry,1982-11-17,13,2018-10-30,70,1978,NY
Jorge,Webb,1997-02-02,16,2018-02-22,75,1995,MN
William,Thompson,1985-11-20,0,2018-12-27,78,1971,CT
Brian,Wilson,1975-09-07,19,2018-12-13,37,1970,CT
